ZipCode,TotalPopulation,NoInsuranceRate,AsthmaRate,DiabetesRate
44850,145,10.7,10.6,16.0
44851,"5,303",8.2,11.4,14.0
44853,"1,447",8.1,11.1,13.9
44854,"1,673",8.4,10.9,14.7
44855,"1,289",7.1,10.9,12.4
44856,95,7.2,10.8,12.0
44857,"23,619",8.5,11.2,13.8
44859,"1,784",8.0,11.3,14.1
44861,112,6.2,10.5,14.3
44864,"3,182",7.7,10.9,14.2
44865,"3,164",10.0,11.1,13.6
44866,"2,372",8.6,11.4,14.6
44867,"2,280",7.2,10.8,13.7
44870,"40,416",9.3,11.5,16.0
44874,275,8.0,11.1,13.8
44875,"13,900",7.9,10.9,13.5
44878,"3,223",8.5,11.2,11.8
44880,"2,914",9.0,11.6,14.4
44881,117,6.4,10.7,12.7
44882,"2,617",7.0,10.8,13.7
44883,"28,690",7.3,10.9,12.7
44887,958,8.0,11.0,14.8
44889,"6,702",7.6,11.2,13.9
44890,"10,759",10.4,11.1,14.1
44902,"4,891",14.0,12.9,19.7
44903,"25,613",9.3,11.5,15.6
44904,"14,368",7.1,10.8,14.2
44905,"16,827",16.1,11.2,16.6
44906,"16,566",8.9,11.2,15.9
44907,"15,014",9.2,11.6,16.1
45001,927,8.5,11.9,11.8
45002,"15,458",7.1,11.2,11.3
45003,818,7.8,11.1,15.2
45005,"31,577",8.0,11.0,13.2
45011,"73,596",9.7,11.0,13.0
45013,"53,911",7.8,11.1,13.1
45014,"46,169",8.4,10.9,13.3
45015,"12,103",11.9,11.8,15.1
45030,"21,234",6.5,11.1,11.8
45032,459,6.0,10.8,10.4
45033,323,11.1,13.3,16.0
45034,"1,166",4.8,9.7,9.8
45036,"41,060",9.5,10.6,12.4
45039,"27,529",5.0,10.0,10.2
45040,"57,153",4.8,9.3,10.5
45041,177,7.8,11.5,10.8
45042,"26,972",8.5,11.3,14.2
45044,"56,128",9.6,11.4,13.6
45050,"12,173",6.0,10.5,10.7
45051,393,6.2,10.2,13.8
45052,"3,830",6.2,10.9,13.4
45053,"3,375",6.0,10.5,12.1
45054,"2,499",5.8,10.4,11.6
45055,76,7.6,11.9,13.4
45056,"28,892",8.3,11.8,7.2
45062,775,7.5,10.7,12.3
45064,"3,112",7.3,10.9,14.0
45065,"6,725",5.6,10.1,9.1
45066,"26,399",4.9,10.0,10.3
45067,"15,004",8.1,11.3,10.9
45068,"11,911",5.6,10.3,11.8
45069,"53,694",5.7,10.1,11.3
45070,151,7.2,10.7,11.5
45101,"2,125",9.1,12.0,16.3
45102,"24,954",8.0,11.2,12.3
45103,"35,237",8.1,11.1,12.8
45106,"11,855",8.4,11.3,14.7
45107,"9,806",8.3,11.4,13.4
45111,384,3.5,10.3,11.0
45112,69,8.9,11.2,16.8
45113,"3,974",7.1,11.0,12.4
45115,217,9.0,12.2,15.7
45118,"3,716",7.2,11.0,12.9
45120,"3,138",8.9,11.4,14.5
45121,"8,927",9.4,11.9,16.4
45122,"10,757",7.5,11.2,13.4
45123,"8,776",9.3,11.8,14.7
45130,"3,585",8.9,11.5,14.0
45131,213,8.7,12.2,15.9
45132,230,7.9,11.3,10.9
45133,"23,646",9.2,11.6,15.6
45135,"4,765",7.5,11.2,12.3
45140,"56,386",5.3,10.3,10.7
45142,"4,384",7.9,11.2,12.8
45144,"3,912",10.8,12.4,18.5
45146,"1,400",7.6,11.2,13.5
45147,106,4.0,10.3,11.8
45148,"1,539",8.0,11.4,13.6
45150,"33,735",6.1,10.5,12.2
45152,"13,617",6.1,10.5,10.8
45153,"1,826",8.7,11.5,14.2
45154,"9,439",8.9,11.8,14.0
45155,385,8.9,11.7,12.0
45156,63,9.0,12.1,14.5
45157,"9,705",7.9,11.1,13.5
45158,774,8.2,11.1,14.6
45159,"3,524",7.1,10.9,12.5
45160,627,9.1,11.6,15.3
45162,"2,730",6.5,10.7,12.1
45164,233,6.6,10.6,11.2
45166,83,5.7,10.5,13.5
45167,"3,441",9.0,11.7,17.6
45168,"1,345",7.5,10.9,13.1
45169,"4,686",9.9,11.9,15.7
45171,"6,174",7.8,11.3,14.5
45172,116,8.4,11.7,14.9
45174,"2,359",3.4,9.8,8.6
45176,"9,100",7.8,11.3,14.1
45177,"22,349",7.5,11.4,13.2
45202,"16,883",7.2,10.9,9.4
45203,"2,365",9.8,13.2,17.7
45204,"5,818",14.6,13.4,17.5
45205,"19,517",15.1,12.9,16.6
45206,"10,670",8.3,11.9,14.6
45207,"7,484",8.5,12.6,12.3
45208,"18,969",4.1,10.0,8.2
45209,"10,708",5.2,10.2,6.3
45211,"37,868",9.6,12.5,15.1
45212,"21,885",7.9,11.5,10.2
45213,"12,052",7.0,11.7,13.5
45214,"8,901",12.8,13.9,20.2
45215,"30,993",8.5,11.9,15.0
45216,"9,667",12.9,12.2,17.3
45217,"6,177",7.8,12.2,15.6
45218,"3,957",7.5,11.5,13.2
45219,"20,644",10.7,12.9,7.0
45220,"15,466",8.5,11.1,9.0
45223,"13,174",9.6,12.5,14.1
45224,"20,214",8.8,12.6,19.9
45225,"8,006",15.7,15.1,20.5
45226,"5,687",4.5,10.2,7.3
45227,"18,427",6.3,11.1,11.7
45229,"12,540",11.7,13.8,22.0
45230,"27,718",5.5,10.8,10.9
45231,"41,934",8.3,12.2,16.0
45232,"7,109",15.9,15.3,18.1
45233,"15,596",5.9,10.8,11.7
45236,"24,223",6.1,10.6,11.8
45237,"21,029",10.0,13.3,21.2
45238,"46,864",8.6,11.9,13.0
45239,"28,499",8.5,12.1,14.9
45240,"28,820",9.4,12.0,16.0
45241,"24,380",6.2,10.2,11.8
45242,"23,214",4.4,9.9,10.7
45243,"15,894",4.1,9.9,10.6
45244,"28,936",5.7,10.6,11.1
45245,"20,249",6.7,10.6,12.5
45246,"15,249",11.5,11.0,14.6
45247,"23,293",5.5,10.7,12.1
45248,"25,181",6.3,11.0,11.5
45249,"14,005",5.3,9.6,11.1
45251,"22,073",8.6,11.8,14.2
45252,"4,548",5.2,10.8,12.8
45255,"22,069",5.3,10.4,11.1
45301,135,5.2,11.4,11.1
45302,"4,313",6.7,10.7,11.2
45303,"2,215",7.8,11.0,12.7
45304,"7,532",7.3,11.0,13.3
45305,"11,470",4.7,10.5,10.1
45306,"2,192",6.6,10.6,12.1
45307,269,6.4,10.7,11.3
45308,"4,488",7.9,11.1,12.6
45309,"12,050",6.8,11.0,13.9
45310,272,7.4,10.2,10.7
45311,"5,723",8.0,11.3,14.3
45312,"1,416",6.8,10.8,13.2
45314,"6,261",5.3,11.4,5.6
45315,"4,818",5.2,10.9,14.1
45316,115,5.0,10.5,10.4
45317,"1,018",7.2,11.1,12.7
45318,"5,438",7.5,11.0,13.2
45319,287,6.3,11.6,13.1
45320,"15,530",7.1,11.1,13.6
45321,859,7.8,11.0,12.6
45322,"21,185",6.3,11.2,13.6
45323,"5,123",6.2,10.7,12.7
45324,"40,449",8.1,11.7,11.1
45325,"2,558",7.3,11.4,14.3
45326,"1,170",6.8,10.8,11.9
45327,"9,388",6.0,10.9,12.2
45328,471,9.1,11.3,13.9
45330,830,7.4,10.8,12.0
45331,"22,213",8.9,11.4,16.2
45332,634,7.7,11.2,14.6
45333,"1,389",7.5,11.3,12.5
45334,"2,041",6.8,10.6,11.4
45335,"7,062",6.5,11.1,11.9
45336,100,6.7,11.0,12.0
45337,"1,519",6.6,10.8,13.7
45338,"4,950",7.2,10.9,13.6
45339,"1,169",6.7,10.8,13.6
45340,850,6.1,10.9,12.9
45341,"3,741",9.9,11.1,15.8
45342,"37,508",6.5,10.9,11.7
45344,"17,042",9.4,11.2,13.9
45345,"5,951",7.3,11.4,14.0
45346,"2,085",7.8,11.0,13.7
45347,"4,264",8.2,11.2,14.2
45348,968,7.9,11.1,11.6
45349,313,6.2,10.9,10.4
45351,284,7.9,10.5,12.2
45352,183,8.7,11.7,13.7
45353,150,7.6,11.0,14.8
45354,572,6.7,10.8,12.7
45356,"25,106",8.6,11.4,13.9
45358,361,7.7,10.9,12.6
45359,"1,996",7.1,10.9,12.4
45360,300,7.4,10.7,12.6
45361,225,7.1,10.7,12.5
45362,"1,086",7.3,10.7,12.4
45363,"1,853",7.8,11.0,12.5
45365,"29,277",8.6,11.3,13.9
45368,"4,817",7.0,10.9,13.4
45369,"3,576",7.0,10.8,12.4
45370,"2,379",5.1,10.7,12.1
45371,"23,205",6.1,10.6,11.8
45372,352,7.4,11.1,12.4
45373,"36,863",6.9,10.8,12.1
45377,"15,070",6.6,11.0,12.8
45378,402,7.2,11.3,12.5
45380,"5,573",6.6,10.5,12.3
45381,"5,424",7.1,11.0,13.0
45382,"1,179",7.8,11.2,13.2
45383,"6,885",8.3,11.4,14.7
45384,"2,258",7.7,14.0,4.7
45385,"39,446",7.5,11.4,13.3
45387,"5,326",5.0,10.5,12.6
45388,878,7.2,10.9,11.2
45389,503,7.6,11.3,11.7
45390,"3,269",10.4,11.5,15.9
45402,"10,735",10.6,12.9,19.6
45403,"15,130",15.4,12.6,16.7
45404,"10,730",13.4,12.9,18.2
45405,"18,124",10.7,13.4,20.1
45406,"20,622",10.3,13.5,22.1
45409,"12,392",7.2,12.0,6.3
45410,"15,758",10.9,12.0,13.8
45414,"20,693",9.2,12.1,16.2
45415,"12,811",7.0,11.8,16.7
45416,"5,612",9.9,13.5,21.6
45417,"28,079",13.0,14.3,24.6
45419,"16,236",5.3,10.7,10.3
45420,"25,045",8.3,11.5,13.0
45424,"50,920",7.5,11.5,13.3
45426,"14,391",8.5,13.1,21.2
45428,303,13.1,12.4,35.3
45429,"26,514",5.8,10.6,12.4
45430,"7,637",5.3,10.3,11.0
45431,"26,660",7.7,10.9,11.5
45432,"15,105",7.3,11.2,12.3
45433,"1,567",7.3,11.2,5.7
45434,"12,628",4.5,10.2,10.4
45435,124,6.8,13.2,1.5
45439,"11,726",9.2,11.8,15.0
45440,"22,676",6.3,10.7,11.7
45449,"18,976",8.3,11.5,13.9
45458,"36,474",4.9,10.1,11.4
45459,"28,344",5.3,10.3,13.2
45469,219,7.5,15.7,1.9
45502,"16,767",6.7,10.8,13.4
45503,"32,870",9.0,11.4,15.2
45504,"17,343",8.4,11.4,13.9
45505,"19,708",12.5,12.5,16.8
45506,"13,330",11.9,12.9,20.4
45601,"56,849",9.4,11.6,14.8
45612,"5,059",9.9,12.1,16.4
45613,"3,542",10.5,12.3,16.3
45614,"4,800",9.1,11.6,15.7
45616,"1,187",9.4,12.0,17.6
45617,76,9.1,13.8,14.8
45619,"7,348",7.4,11.5,13.2
45620,875,8.5,11.3,15.5
45621,403,10.6,12.1,16.7
45622,485,9.2,12.0,18.5
45623,"3,235",8.6,11.5,14.4
45628,"5,429",8.1,11.7,14.8
45629,"3,220",8.0,11.3,13.2
45630,222,8.8,11.7,19.2
45631,"14,200",9.0,11.6,15.7
45634,"1,893",9.0,11.8,14.8
45636,150,7.8,10.1,14.5
45638,"20,114",9.5,12.1,17.0
45640,"15,896",8.8,11.6,14.8
45644,"4,316",7.7,11.4,13.7
45645,"2,750",8.4,12.0,15.0
45646,363,9.8,12.4,16.3
45647,"2,410",9.5,11.7,15.1
45648,"11,211",9.1,11.7,15.4
45650,348,9.8,11.6,16.9
45651,"5,691",9.1,11.7,15.1
45652,"3,131",8.9,11.5,17.0
45653,"3,907",9.0,11.7,15.2
45654,833,9.5,11.9,15.3
45656,"6,532",8.8,11.5,14.4
45657,"2,504",8.5,11.4,14.9
45658,"2,538",9.5,11.8,15.1
45659,"2,623",10.0,12.1,15.7
45660,"8,011",10.2,12.0,16.2
45661,"7,014",10.3,12.1,15.6
45662,"27,718",10.9,12.3,17.2
45663,"6,343",8.9,11.5,14.8
45669,"10,223",7.3,11.3,14.5
45671,391,8.1,12.0,13.6
45672,"1,679",9.1,11.7,15.6
45673,398,9.6,12.8,14.5
45674,686,10.0,12.4,9.5
45677,73,7.5,12.5,18.5
45678,"1,140",8.5,11.5,14.8
45679,"3,097",9.1,11.7,14.8
45680,"12,326",8.4,11.8,14.8
45681,"1,589",10.0,12.2,16.8
45682,"1,998",8.9,11.5,16.1
45684,"1,838",8.9,11.6,16.3
45685,"1,040",8.5,11.2,15.6
45686,"3,379",9.5,11.9,15.6
45688,403,10.4,11.8,18.2
45690,"13,527",9.5,11.8,16.3
45692,"8,460",10.3,12.0,16.6
45693,"8,797",8.9,11.8,15.0
45694,"11,783",7.5,11.2,13.9
45695,587,9.6,11.2,17.4
45696,"1,253",8.8,11.5,14.5
45697,"4,828",8.4,11.6,13.9
45698,262,9.4,11.6,17.8
45699,"1,236",15.4,9.3,6.7
45701,"33,705",9.6,12.4,8.6
45710,"5,547",7.8,11.4,13.9
45711,"1,065",7.4,11.2,14.3
45714,"10,149",7.9,11.2,14.5
45715,"2,412",8.5,11.1,15.1
45716,490,8.5,11.5,15.4
45719,964,8.4,11.6,14.5
45723,"3,552",7.2,11.1,14.0
45724,"1,785",7.3,11.6,13.4
45727,478,9.1,11.7,17.5
45729,"1,460",7.0,10.8,14.0
45732,"4,524",9.5,11.9,15.5
45734,409,8.2,11.0,15.7
45735,"1,619",7.4,11.0,13.8
45739,160,6.8,11.0,12.0
45740,406,9.5,12.3,17.6
45741,809,10.2,12.1,18.2
45742,"3,018",6.5,10.8,12.8
45743,"1,383",8.7,11.8,15.9
45744,"2,656",7.6,11.0,13.9
45745,"1,104",8.6,11.1,15.8
45746,348,8.4,11.1,15.1
45750,"26,327",7.8,11.1,13.5
45760,"3,309",10.8,12.2,19.5
45761,"1,558",7.8,11.2,14.3
45764,"7,859",10.6,12.2,14.6
45766,"1,313",6.8,10.8,13.3
45767,"2,314",8.2,11.2,15.4
45768,"1,599",8.3,11.1,15.2
45769,"5,952",9.6,11.7,16.8
45770,567,8.8,11.7,17.8
45771,"3,408",9.2,11.6,17.1
45772,"1,697",8.8,11.5,16.6
45773,305,8.8,11.3,14.5
45775,"1,361",9.9,11.5,18.2
45776,730,7.5,11.3,15.4
45778,834,7.1,11.5,14.4
45779,780,10.5,12.1,19.3
45780,"3,328",7.7,11.7,14.9
45782,313,9.5,11.8,16.5
45783,181,9.4,11.3,15.1
45784,"3,313",7.3,11.1,13.3
45786,"3,160",7.2,10.8,13.2
45788,961,7.4,10.8,13.7
45789,188,8.9,11.4,14.2
45801,"22,819",10.4,11.7,16.3
45804,"14,573",10.9,12.4,18.1
45805,"22,740",8.0,11.3,14.3
45806,"11,238",6.6,10.6,13.6
45807,"11,856",6.6,10.6,13.6
45808,282,7.4,10.3,10.3
45809,173,6.5,10.8,12.3
45810,"7,840",8.7,11.6,10.0
45812,"1,835",10.3,11.6,16.4
45813,"3,579",7.8,11.0,13.6
45814,"2,646",6.7,10.8,11.8
45815,57,12.5,10.2,15.1
45816,260,7.2,11.0,13.1
45817,"6,420",5.7,10.4,11.3
45819,233,6.7,10.6,10.2
45820,517,6.9,10.7,12.2
45821,"1,252",7.8,10.7,14.4
45822,"19,945",7.6,10.7,12.9
45826,358,6.0,10.0,10.2
45827,"2,223",6.5,10.8,12.0
45828,"6,495",6.8,10.4,11.1
45830,"5,797",6.6,10.7,11.8
45831,"3,023",7.3,10.8,12.3
45832,"2,854",7.5,10.7,11.8
45833,"10,682",8.2,10.9,13.5
45835,487,7.1,10.7,14.1
45836,"1,332",7.3,10.7,12.9
45840,"54,901",7.7,10.8,12.7
45841,936,6.8,10.8,11.7
45843,"3,768",7.5,10.8,13.1
45844,"3,251",5.8,10.6,12.1
45845,"3,270",6.5,10.6,12.1
45846,"4,461",6.8,10.4,10.6
45848,61,4.9,12.0,14.6
45849,"1,154",9.7,11.0,13.2
45850,"3,617",7.0,10.8,12.7
45851,676,8.8,11.0,12.3
45853,"1,451",5.8,10.5,11.8
45854,461,6.8,10.8,10.8
45855,165,8.9,10.9,13.1
45856,"5,094",10.1,10.6,12.9
45858,"3,038",7.4,10.5,11.6
45859,461,10.3,11.6,15.8
45860,"2,444",5.8,10.4,9.2
45861,223,9.5,11.5,12.8
45862,"1,408",8.0,10.8,13.3
45863,"1,135",7.2,10.6,11.7
45864,160,7.6,11.1,12.4
45865,"5,251",5.9,10.3,10.8
45866,152,6.7,10.2,12.3
45867,"1,138",7.0,10.6,11.8
45868,705,6.7,10.8,13.7
45869,"4,567",6.0,10.3,11.1
45870,116,6.3,11.8,11.3
45871,"2,019",6.7,10.9,11.7
45872,"4,120",8.6,11.1,12.8
45873,"2,235",8.9,10.9,14.2
45874,"2,079",7.6,11.0,12.4
45875,"11,273",6.9,10.5,12.1
45876,958,6.0,10.5,11.7
45877,"2,239",6.6,10.7,12.3
45879,"5,963",9.7,11.4,14.5
45880,"2,390",7.8,10.7,13.5
45881,"1,485",7.0,10.6,12.4
45882,"3,005",7.9,10.8,13.8
45883,"4,026",6.0,10.2,10.0
45884,147,6.4,10.4,13.4
45885,"12,863",7.1,10.8,12.2
45886,459,8.1,10.8,11.7
45887,"4,688",7.5,11.1,12.8
45888,188,6.7,10.8,12.2
45889,"1,481",6.2,10.7,10.8
45890,653,7.2,10.7,11.6
45891,"15,633",8.5,11.1,13.9
45893,262,6.3,10.2,10.5
45894,649,7.4,10.5,13.9
45895,"17,974",7.6,11.0,13.0
45896,"1,990",7.2,10.9,12.1
45897,107,7.0,10.1,12.4
45898,"1,251",7.3,10.8,11.8
45899,165,9.0,10.2,12.3
46001,"10,676",7.5,11.5,13.5
46011,"17,078",7.6,11.4,14.5
46012,"19,108",8.5,11.7,14.3
46013,"18,288",9.4,12.0,16.0
46016,"17,686",14.1,12.9,17.6
46017,"5,930",7.3,11.5,13.3
46030,"3,161",7.1,11.4,12.3
46031,"2,211",7.3,11.2,12.5
46032,"50,477",4.5,10.0,9.6
46033,"39,002",4.2,9.9,9.9
46034,"7,316",5.4,10.9,11.7
46035,"1,130",6.8,11.1,12.3
46036,"11,247",8.9,11.7,15.1
46037,"47,264",4.6,10.3,9.2
46038,"42,694",5.2,10.5,8.8
46039,725,9.1,11.7,13.8
46040,"16,669",6.3,10.7,10.0
46041,"24,120",13.3,11.1,13.9
46044,"2,912",7.6,11.4,13.0
46045,125,6.2,10.5,13.5
46048,"2,035",7.2,11.3,9.7
46049,840,6.6,11.2,12.5
46050,"1,672",8.2,11.5,13.6
46051,"2,811",6.4,11.2,11.4
46052,"22,783",7.8,11.4,12.7
46055,"14,969",5.3,10.7,9.5
46056,"2,359",6.4,11.2,12.0
46057,999,8.1,11.4,12.8
46058,"2,257",7.2,11.1,13.7
46060,"45,073",6.6,10.9,9.6
46062,"38,915",5.0,10.6,9.6
46063,298,8.5,11.4,12.9
46064,"16,908",8.0,10.8,11.1
46065,"3,422",7.3,11.3,12.5
46068,"2,583",5.9,10.8,11.7
46069,"7,012",7.0,11.2,12.5
46070,"2,211",7.5,11.6,13.9
46071,"3,373",6.2,11.1,12.8
46072,"9,095",7.8,11.3,13.8
46074,"42,598",5.4,10.3,9.2
46075,"7,728",5.4,10.5,8.0
46076,"1,534",8.5,11.2,13.5
46077,"33,969",4.2,10.1,9.2
46102,503,6.7,11.4,11.6
46103,354,7.3,11.3,10.8
46104,860,7.7,11.5,14.8
46105,"1,775",7.0,11.7,13.6
46106,"8,672",6.3,11.1,11.7
46107,"12,994",10.3,12.1,13.3
46110,505,6.6,10.9,14.6
46111,515,7.5,11.2,13.0
46112,"41,562",5.8,10.7,10.3
46113,"15,915",7.5,11.3,10.1
46115,"1,952",7.5,11.5,13.3
46117,689,7.2,11.3,12.1
46118,"4,903",6.7,11.1,12.8
46120,"5,891",7.5,11.7,14.2
46121,"5,090",6.8,11.5,13.1
46122,"16,448",6.1,10.9,11.0
46123,"40,788",6.5,10.7,10.9
46124,"7,891",9.1,11.5,13.9
46126,"4,613",7.1,11.2,13.0
46127,304,6.9,11.3,13.7
46128,"2,111",7.3,11.7,12.9
46130,"2,491",7.1,11.4,12.4
46131,"32,869",7.3,11.3,12.3
46133,794,7.8,10.9,14.1
46135,"19,869",8.4,11.3,11.7
46140,"41,708",6.7,11.3,11.7
46142,"32,052",6.8,11.0,12.2
46143,"62,618",6.9,10.9,11.4
46144,207,7.5,11.2,12.6
46146,144,8.3,12.2,13.2
46147,"2,681",6.3,11.2,12.3
46148,"4,859",8.3,11.8,15.4
46149,"1,894",6.7,11.2,12.2
46150,750,7.9,11.5,15.3
46151,"32,335",7.7,11.2,13.9
46154,126,6.9,11.1,12.9
46155,81,6.9,11.8,13.1
46156,"1,497",8.4,11.8,13.8
46157,"4,074",7.5,11.3,13.1
46158,"23,895",7.3,11.2,13.5
46160,"6,409",7.3,11.4,14.4
46161,"2,576",7.6,11.1,13.7
46162,516,6.6,12.3,13.1
46163,"13,489",5.4,10.9,11.4
46164,"4,324",6.3,11.1,13.3
46165,"1,562",6.8,11.1,12.7
46166,"2,374",8.2,11.6,13.9
46167,"7,018",5.6,10.6,10.4
46168,"37,681",7.6,10.7,11.1
46171,"1,779",9.1,11.9,16.8
46172,"2,372",7.9,11.4,14.1
46173,"10,591",8.4,11.8,14.3
46175,549,7.5,11.8,14.1
46176,"28,401",9.2,11.5,13.9
46180,993,7.1,10.9,13.1
46181,"5,280",6.4,11.2,12.4
46182,"2,005",7.2,11.1,13.5
46183,130,8.7,11.6,12.1
46184,"13,023",7.5,11.5,11.7
46186,"1,708",7.7,11.5,12.9
46201,"31,408",14.7,12.4,14.1
46202,"22,217",8.4,11.3,8.3
46203,"38,224",13.8,12.3,13.4
46204,"9,086",7.7,10.5,6.7
46205,"27,531",8.9,12.2,12.8
46208,"23,996",8.7,12.4,13.0
46214,"26,314",10.2,12.2,12.6
46216,"2,343",7.3,11.5,13.9
46217,"34,725",8.4,10.8,11.1
46218,"30,400",16.0,13.9,22.3
46219,"36,556",11.8,12.1,14.5
46220,"36,078",5.4,10.7,8.8
46221,"27,991",12.1,12.1,12.6
46222,"37,185",19.5,12.6,16.8
46224,"38,822",16.0,12.0,13.6
46225,"6,503",12.6,12.2,12.8
46226,"43,997",15.0,13.1,18.2
46227,"62,126",12.0,11.5,12.3
46228,"15,824",8.7,11.6,14.1
46229,"29,252",10.1,12.5,13.8
46231,"10,889",11.3,11.7,13.1
46234,"27,841",8.2,11.3,11.6
46235,"34,569",14.7,13.2,14.9
46236,"27,627",7.5,10.8,11.0
46237,"44,378",8.4,11.0,10.7
46239,"33,290",7.9,11.4,10.4
46240,"20,148",6.9,10.6,10.5
46241,"33,568",15.8,12.4,14.0
46250,"19,156",6.9,11.0,8.8
46254,"40,162",12.6,12.7,14.5
46256,"22,598",6.4,10.9,11.2
46259,"13,703",6.2,10.7,10.1
46260,"34,188",9.1,11.6,12.7
46268,"26,353",9.3,11.8,13.2
46278,"8,910",5.3,10.6,11.3
46280,"7,870",5.2,10.4,9.2
46290,191,3.7,9.1,14.0
46301,580,5.1,10.7,16.9
46302,141,6.3,10.6,14.1
46303,"17,028",6.8,11.1,10.9
46304,"26,835",7.0,11.1,12.2
46307,"69,248",7.1,10.9,11.3
46310,"14,126",8.1,11.0,12.6
46311,"22,431",6.7,10.7,11.9
46312,"26,370",21.9,12.1,20.2
46319,"18,108",8.6,11.3,11.9
46320,"14,514",17.9,12.8,19.6
46321,"23,894",6.5,10.3,12.2
46322,"23,984",8.4,11.0,12.6
46323,"22,510",14.7,11.8,14.9
46324,"22,611",14.3,11.7,15.0
46327,"11,078",23.1,11.2,17.8
46340,"1,085",9.0,11.5,17.3
46341,"10,518",7.8,11.3,12.7
46342,"32,540",10.3,11.4,13.4
46345,97,9.0,11.5,15.2
46346,"1,317",8.9,12.0,14.6
46347,"4,800",6.9,11.1,11.5
46348,"1,127",10.2,11.7,15.9
46349,"3,219",8.7,11.6,14.4
46350,"44,522",9.0,11.1,14.4
46356,"18,668",6.7,11.2,11.4
46360,"44,209",10.3,11.5,16.4
46365,"1,037",7.4,10.9,12.5
46366,"5,826",9.2,11.5,14.4
46368,"39,837",10.6,11.6,13.7
46371,"3,680",7.1,11.0,13.2
46373,"17,839",5.9,10.7,11.4
46374,"1,006",9.4,11.6,15.4
46375,"24,051",6.8,10.8,12.5
46376,367,5.8,11.3,11.1
46377,194,6.7,10.4,15.0
46379,295,9.8,11.4,14.3
46381,287,9.7,11.9,14.9
46382,"2,094",7.2,11.0,14.1
46383,"41,981",7.6,11.2,11.5
46385,"41,832",7.3,11.1,12.2
46390,"2,824",9.0,11.4,15.5
46391,"9,077",15.6,10.7,14.4
46392,"7,855",8.0,11.3,12.4
46393,376,8.6,11.1,13.2
46394,"11,725",15.3,10.8,15.3
46402,"5,502",13.8,14.7,27.8
46403,"11,649",11.2,13.6,22.6
46404,"15,658",11.1,14.5,25.0
46405,"11,860",14.6,11.5,14.7
46406,"8,776",16.5,14.2,24.5
46407,"9,862",14.3,15.3,28.6
46408,"15,109",13.2,13.6,21.4
46409,"6,975",12.8,14.2,23.2
46410,"39,471",9.9,12.5,16.3
46501,"3,891",10.1,11.9,14.3
46504,"3,241",8.6,11.5,12.9
46506,"10,083",11.5,11.4,13.9
46507,"9,371",9.3,11.5,13.9
46508,137,8.8,11.0,11.6
46510,"3,393",8.2,11.3,13.0
46511,"4,008",7.6,11.2,15.7
46514,"42,048",11.3,11.7,14.1
46516,"33,670",15.0,11.8,14.7
46517,"24,006",15.7,11.7,15.2
46524,"2,376",10.3,11.8,12.9
46526,"33,170",13.8,11.0,13.3
46528,"27,223",12.1,11.3,12.0
46530,"31,805",5.4,10.3,11.1
46531,"1,387",7.7,11.6,14.1
46532,"1,751",8.7,11.3,14.4
46534,"11,247",10.1,11.8,15.9
46536,"3,257",7.6,11.1,12.8
46537,502,9.5,11.5,13.5
46538,"4,047",7.3,10.9,13.8
46539,"2,245",8.8,11.4,13.3
46540,"12,552",10.6,12.0,11.8
46542,"4,526",10.7,11.4,12.7
46543,"4,273",12.7,12.3,10.3
46544,"31,571",9.3,11.7,13.2
46545,"26,312",8.2,11.3,12.2
46550,"12,679",10.7,11.8,11.8
46552,"6,478",6.6,10.9,12.3
46553,"3,849",9.5,11.5,11.8
46554,"4,379",6.7,10.8,11.5
46555,"2,729",7.7,11.3,14.5
46556,"8,845",8.5,12.2,3.2
46561,"14,155",6.9,11.0,11.1
46562,"4,718",8.3,11.3,13.4
46563,"22,977",10.5,11.2,13.9
46565,"9,104",13.4,12.5,11.0
46567,"9,773",8.2,11.1,13.9
46570,"1,090",9.6,11.7,14.4
46571,"6,203",14.4,12.9,10.7
46572,112,7.4,11.1,12.3
46573,"3,835",8.0,11.2,11.7
46574,"8,377",7.3,11.0,12.8
46580,"22,381",9.7,11.0,12.6
46582,"14,151",10.7,11.0,13.3
46590,"5,053",6.7,11.1,8.9
46595,94,8.3,10.7,12.8
46601,"5,947",14.6,12.8,18.6
46613,"11,427",18.1,12.9,17.4
46614,"29,917",8.1,11.0,13.3
46615,"14,777",9.4,11.7,12.8
46616,"6,167",10.0,11.9,13.3
46617,"9,813",7.5,10.8,11.3
46619,"20,527",18.4,11.7,17.9
46628,"27,011",10.5,12.0,15.8
46635,"6,420",7.1,10.6,12.8
46637,"15,887",7.3,11.0,11.4
46701,"7,687",7.7,11.0,12.7
46702,"2,172",7.4,11.2,14.1
46703,"18,837",8.0,11.3,12.5
46704,119,5.7,9.5,13.4
46705,"1,716",7.7,11.4,12.4
46706,"19,995",7.5,11.2,12.9
46710,"4,649",7.3,11.2,11.9
46711,"8,022",10.7,11.9,14.5
46714,"15,411",8.3,11.2,13.1
46721,"4,907",9.0,11.6,13.7
46723,"7,383",6.8,11.1,12.3
46725,"23,917",7.4,11.2,12.5
46730,"1,316",7.5,11.2,13.4
46731,578,6.3,11.5,12.8
46732,"2,949",11.5,11.3,13.6
46733,"18,669",8.7,11.5,14.1
46737,"6,898",7.4,11.2,14.1
46738,"8,183",8.4,11.6,12.3
46740,"4,608",14.3,12.9,16.2
