ZipCode,TotalPopulation,NoInsuranceRate,AsthmaRate,DiabetesRate
22646,80,7.9,9.9,14.0
22650,962,8.9,10.6,13.2
22652,"1,535",6.7,10.3,12.2
22654,894,8.2,10.7,13.3
22655,"22,395",8.9,10.8,11.0
22656,"5,454",8.0,10.3,9.4
22657,"11,974",9.2,11.3,12.9
22660,"1,715",9.0,11.3,14.3
22663,"1,761",11.1,9.7,11.3
22664,"9,383",12.0,11.1,15.3
22701,"37,411",10.9,10.9,12.6
22709,945,7.3,10.4,11.7
22711,148,7.9,10.9,13.0
22712,"10,587",12.0,10.8,11.5
22713,"1,454",9.1,11.3,13.7
22714,921,9.2,11.2,14.4
22715,"1,124",8.0,11.1,14.0
22716,883,6.9,10.7,15.0
22718,690,10.6,11.2,15.3
22719,312,8.0,11.1,15.2
22720,916,7.7,10.5,12.6
22722,238,7.4,11.2,15.2
22723,114,8.7,11.4,10.6
22724,"2,400",7.3,10.4,11.8
22726,766,10.0,11.6,15.6
22727,"5,495",8.4,11.1,14.3
22728,"3,133",8.1,10.6,13.7
22729,"1,192",12.8,8.4,10.6
22730,157,8.2,10.1,13.4
22731,316,7.1,11.4,12.9
22732,325,7.1,10.2,14.3
22733,"1,391",9.9,11.0,14.6
22734,"3,470",12.2,11.3,11.9
22735,"2,259",8.8,11.1,14.7
22736,620,9.5,11.4,13.2
22737,"3,382",7.9,10.8,12.0
22738,"1,225",7.5,10.7,12.4
22740,"1,240",8.3,10.5,15.2
22741,226,10.1,11.9,15.5
22742,"1,726",7.9,10.5,11.4
22743,145,7.6,10.6,13.5
22746,216,7.8,10.4,10.4
22747,"1,081",7.3,10.8,15.0
22749,469,8.0,10.2,16.5
22801,"40,460",11.7,11.0,9.6
22802,"28,383",14.5,10.7,12.6
22807,"5,575",10.0,12.7,1.7
22810,798,7.9,10.5,15.3
22811,435,11.0,11.5,16.8
22812,"9,799",7.9,10.6,9.8
22815,"9,083",10.6,11.1,13.4
22820,281,13.0,10.9,17.9
22821,"5,848",10.2,10.8,11.7
22824,"6,070",9.1,11.1,13.8
22827,"10,769",9.3,11.0,13.2
22830,"1,671",11.4,11.4,15.4
22831,918,11.1,11.1,14.4
22832,"1,181",10.8,11.0,14.4
22834,"1,354",8.4,10.7,11.5
22835,"11,561",8.6,10.8,14.0
22840,"4,524",7.3,10.6,11.3
22841,"3,047",8.0,10.5,12.2
22842,"5,215",11.5,11.2,15.1
22843,"2,374",8.9,10.6,12.7
22844,"4,599",10.4,10.9,14.9
22845,72,7.0,10.5,12.8
22846,"2,254",7.0,9.9,11.0
22847,993,10.4,11.4,15.3
22849,"4,891",10.5,11.5,14.6
22850,971,8.9,11.1,11.8
22851,"5,771",9.9,11.4,14.5
22853,"4,608",11.1,11.0,13.4
22901,"36,938",7.4,10.2,10.8
22902,"22,457",7.9,10.4,9.8
22903,"42,170",8.5,10.7,8.0
22904,"4,917",7.8,10.0,1.6
22911,"19,236",5.6,9.8,9.7
22920,"4,192",7.4,10.5,13.9
22922,"1,997",10.1,11.5,16.3
22923,"5,819",7.4,10.7,11.7
22931,357,7.4,10.3,12.6
22932,"10,443",5.0,10.0,10.4
22935,"1,068",7.3,10.5,12.9
22936,"5,356",5.2,9.9,11.4
22937,"1,401",8.1,11.1,13.6
22938,"1,314",8.4,11.2,15.5
22939,"6,478",7.8,10.7,12.7
22940,"1,081",5.8,10.4,11.6
22942,"9,435",7.7,10.9,13.1
22943,543,6.0,10.7,11.9
22946,182,8.8,10.6,14.6
22947,"5,000",5.5,10.0,11.9
22948,252,7.6,10.6,14.3
22949,"1,322",8.6,11.1,15.5
22952,"1,939",7.1,10.2,13.0
22958,"1,981",5.8,9.5,14.4
22959,"1,712",5.6,10.3,12.1
22960,"11,067",9.6,11.3,14.5
22963,"16,279",6.5,10.7,12.5
22964,193,10.4,10.0,15.6
22967,"1,857",9.4,10.9,15.6
22968,"10,632",8.7,10.8,12.1
22969,"1,313",8.2,11.2,13.5
22971,"1,709",8.2,11.3,15.8
22972,391,8.8,10.6,15.0
22973,"6,588",9.1,11.1,14.5
22974,"5,427",7.4,11.7,11.0
22976,307,9.8,10.0,17.1
22980,"33,049",9.5,11.0,13.6
22989,170,9.3,10.7,9.4
23002,"10,555",10.0,11.5,17.0
23004,759,9.9,12.7,19.8
23005,"17,818",7.4,10.5,12.1
23009,"7,737",7.3,11.2,11.7
23011,"1,555",7.9,10.3,11.2
23015,"4,590",6.1,10.2,11.7
23021,78,7.0,11.9,12.7
23022,910,9.0,11.5,18.2
23023,395,8.8,12.0,15.8
23024,"9,108",8.1,11.0,13.6
23025,531,7.3,11.0,16.0
23027,"1,345",8.3,11.2,14.5
23030,"4,678",9.1,12.0,19.3
23032,252,7.9,11.7,16.8
23035,"1,410",7.8,10.8,15.1
23038,"1,935",8.2,11.3,15.1
23039,"1,124",6.1,10.5,13.5
23040,"4,555",9.7,11.9,17.1
23043,"1,627",7.3,10.5,16.6
23045,133,6.6,9.3,17.1
23047,"2,064",6.5,10.5,12.9
23050,671,7.3,11.1,14.8
23055,831,10.0,11.5,16.9
23056,425,7.8,10.5,14.7
23059,"40,249",4.9,9.3,9.8
23060,"38,288",6.6,10.1,11.2
23061,"22,256",7.3,10.9,12.9
23062,"2,652",8.2,11.1,12.9
23063,"5,527",7.0,11.3,12.3
23065,"1,602",7.4,11.0,13.4
23066,578,6.0,10.1,15.1
23068,241,7.6,11.7,14.5
23069,"3,835",7.9,10.6,12.6
23070,463,6.7,10.2,17.8
23071,"1,567",7.2,10.8,16.4
23072,"12,312",7.7,10.9,12.6
23075,"10,236",10.6,12.5,16.1
23076,433,7.3,10.6,14.3
23079,401,7.6,11.5,18.2
23083,"2,180",9.4,11.6,15.1
23084,"1,842",8.8,11.6,14.6
23085,384,8.7,12.0,19.3
23086,"3,416",7.7,11.1,14.0
23089,"5,507",6.5,10.8,13.0
23091,329,9.3,12.2,16.5
23092,657,8.4,10.9,17.2
23093,"14,170",8.9,11.4,15.0
23102,"3,195",6.4,10.8,11.9
23103,"5,836",4.8,9.8,12.4
23106,960,7.8,11.0,12.4
23108,149,9.4,10.4,16.8
23109,"1,806",7.2,10.6,14.5
23110,687,8.6,11.5,16.1
23111,"38,151",7.0,10.5,12.3
23112,"54,592",6.5,10.4,10.7
23113,"26,190",4.5,9.7,11.0
23114,"21,160",5.5,10.1,10.7
23116,"32,410",5.4,10.0,10.6
23117,"10,324",8.3,11.0,14.6
23119,289,5.8,10.6,13.6
23120,"14,424",5.3,10.1,9.3
23123,"1,827",10.1,11.9,17.9
23124,"4,879",7.1,10.8,12.1
23126,459,9.2,12.1,18.9
23128,707,7.6,10.6,15.6
23129,300,5.4,10.5,12.7
23130,163,6.4,10.3,16.3
23138,"1,156",7.1,10.7,15.8
23139,"27,015",6.7,10.8,11.9
23140,"5,956",7.4,11.4,15.3
23141,"7,739",6.5,10.8,11.9
23146,"3,151",5.8,10.2,12.1
23148,"1,504",9.4,11.7,18.1
23149,"3,031",7.7,10.8,14.3
23150,"12,556",9.8,11.5,14.6
23153,"1,609",6.0,10.9,12.7
23156,"1,472",8.7,11.4,17.2
23160,"1,009",16.6,9.3,15.3
23161,130,9.4,12.4,18.7
23163,186,8.8,10.5,14.0
23168,"8,624",6.1,10.9,11.2
23169,"1,077",7.9,11.5,16.5
23173,"2,098",5.6,10.3,1.0
23175,"1,931",7.1,10.7,16.4
23176,732,7.9,10.7,15.5
23177,612,9.5,11.3,16.2
23180,438,8.2,11.6,13.3
23181,"5,626",7.8,11.1,12.4
23185,"51,566",7.5,10.7,10.9
23188,"45,438",6.4,10.4,12.6
23192,"6,592",6.6,10.5,13.0
23219,"5,307",8.8,11.0,9.4
23220,"36,942",8.9,11.4,7.7
23221,"14,841",5.8,10.1,7.3
23222,"24,337",9.9,12.5,16.7
23223,"51,960",10.7,12.6,15.7
23224,"39,468",17.3,12.3,16.8
23225,"40,876",10.2,11.4,13.3
23226,"16,955",6.0,10.0,8.5
23227,"25,283",8.1,11.2,14.7
23228,"36,384",10.9,11.1,12.4
23229,"34,471",7.5,10.2,10.9
23230,"8,263",8.8,10.3,9.3
23231,"37,455",8.7,12.0,14.5
23233,"32,610",4.7,9.4,9.0
23234,"46,610",16.6,11.6,16.3
23235,"34,058",7.5,10.4,12.3
23236,"27,516",7.6,10.4,12.5
23237,"24,906",13.7,11.5,14.8
23238,"26,200",6.5,10.3,11.6
23284,"3,074",12.6,13.8,2.8
23294,"18,538",9.3,10.2,10.1
23301,"1,600",19.2,12.7,21.2
23302,78,21.7,11.4,18.2
23303,685,12.2,12.8,21.6
23304,101,7.7,9.5,13.9
23306,"1,066",10.0,11.6,16.8
23307,547,10.3,12.1,21.1
23308,"2,068",14.9,11.8,15.8
23310,"5,260",9.0,11.3,17.7
23314,"9,523",6.9,10.8,12.1
23315,"1,479",9.0,11.3,14.4
23316,107,8.3,10.5,17.9
23320,"60,412",8.3,11.1,13.1
23321,"37,752",7.2,11.2,12.8
23322,"66,994",6.5,10.4,10.9
23323,"42,736",8.6,11.4,12.8
23324,"24,239",12.1,12.6,16.7
23325,"17,601",10.3,11.9,15.4
23336,"3,345",6.9,10.8,15.5
23337,524,10.1,11.8,13.6
23347,447,10.6,10.9,17.8
23350,"3,433",10.7,11.6,18.5
23354,327,8.7,10.9,19.5
23356,"1,736",6.5,10.4,14.6
23357,730,20.8,11.7,17.8
23358,123,8.5,10.8,17.3
23359,653,14.5,11.7,15.5
23389,180,7.7,12.0,14.9
23395,922,6.4,11.0,14.4
23398,83,8.4,10.5,17.2
23401,168,7.8,11.6,16.0
23405,"1,075",10.5,11.0,19.4
23407,313,20.1,11.3,15.8
23409,149,15.1,11.5,14.3
23410,"2,440",9.6,11.9,18.1
23413,799,10.8,11.5,21.5
23414,96,16.6,11.0,15.6
23415,"2,021",9.7,12.4,16.9
23416,330,14.1,11.1,19.5
23417,"3,625",9.4,11.6,18.1
23418,"1,010",11.5,11.2,17.8
23420,"2,387",11.7,12.5,20.0
23421,"4,172",16.8,12.5,20.7
23422,226,10.6,11.2,15.1
23423,384,11.2,11.7,19.3
23426,140,12.7,12.0,18.5
23427,173,11.5,11.6,20.3
23430,"18,232",7.3,11.0,14.7
23432,"1,539",6.8,11.2,15.5
23433,"1,291",5.5,10.0,12.3
23434,"51,430",9.2,12.2,15.2
23435,"32,597",7.4,11.4,12.2
23436,962,5.0,10.5,12.9
23437,"4,448",8.3,11.6,14.6
23438,"1,839",7.5,11.1,12.9
23440,438,8.0,11.0,16.7
23442,"1,074",12.8,12.8,21.1
23451,"44,879",7.5,10.3,10.6
23452,"59,076",8.8,11.0,12.4
23453,"36,292",8.6,10.8,12.0
23454,"58,665",7.7,10.8,11.3
23455,"50,599",8.1,10.6,11.6
23456,"59,454",7.0,10.4,11.7
23457,"4,481",7.4,11.0,13.4
23459,"1,055",12.2,8.9,2.3
23460,"1,227",11.2,8.6,1.6
23461,603,13.9,9.1,2.4
23462,"68,045",10.0,11.4,12.3
23464,"75,118",7.9,10.7,12.8
23480,331,10.5,11.6,19.2
23486,148,10.9,10.7,15.5
23487,"6,397",7.8,11.1,14.1
23488,173,13.5,13.4,15.8
23502,"20,547",10.7,11.5,15.6
23503,"31,932",10.3,11.0,11.1
23504,"22,465",12.7,13.5,18.4
23505,"27,785",11.1,11.2,12.5
23507,"6,460",5.5,9.7,7.7
23508,"20,485",9.0,11.6,8.1
23509,"12,963",10.6,11.6,15.3
23510,"8,778",9.5,10.7,10.2
23511,"12,831",15.5,9.4,3.2
23513,"29,105",11.8,11.8,15.2
23517,"5,237",7.4,10.3,8.7
23518,"30,278",9.7,10.6,12.2
23523,"7,061",14.6,14.1,22.4
23551,"2,054",13.9,9.5,2.5
23601,"25,729",8.4,11.4,12.9
23602,"42,004",9.4,11.2,12.7
23603,"3,526",8.5,10.9,9.6
23604,"5,160",13.2,9.9,4.0
23605,"14,053",11.8,12.6,16.5
23606,"31,684",9.8,11.2,10.8
23607,"23,498",13.6,13.4,19.2
23608,"43,943",11.1,12.0,14.0
23651,494,5.0,9.5,12.2
23661,"13,771",10.0,12.4,18.6
23662,"12,460",6.1,10.2,11.0
23663,"13,374",10.3,12.4,16.6
23664,"10,301",7.5,11.2,13.1
23665,"5,935",9.8,10.6,4.4
23666,"52,845",9.5,11.9,14.6
23667,80,9.2,17.4,6.1
23668,739,9.8,17.3,2.6
23669,"41,030",9.5,12.1,15.2
23690,"3,937",11.1,11.4,12.6
23691,577,10.3,8.5,2.0
23692,"19,539",5.7,10.1,11.3
23693,"23,814",5.8,10.0,10.9
23696,"3,805",5.5,10.2,10.9
23701,"24,629",9.6,11.9,16.0
23702,"12,239",12.4,12.9,15.4
23703,"26,388",9.3,12.0,14.3
23704,"19,505",12.3,13.0,19.2
23707,"14,316",11.0,12.7,16.4
23708,120,13.9,11.1,1.9
23709,624,14.5,9.8,2.4
23801,"9,874",11.9,9.7,2.9
23803,"44,377",10.9,12.7,16.4
23805,"19,656",9.4,12.1,16.5
23821,"1,778",12.7,11.9,19.1
23824,"7,021",11.2,12.0,18.8
23827,"1,273",8.4,11.7,16.4
23828,431,8.0,12.2,17.5
23829,"2,473",11.1,10.2,20.6
23830,"1,678",8.0,11.3,14.3
23831,"37,216",8.3,11.0,12.7
23832,"39,640",8.1,10.8,12.3
23833,"2,147",7.4,11.0,13.5
23834,"26,635",8.3,11.0,12.8
23836,"14,643",7.6,10.8,12.3
23837,"4,109",8.4,11.6,16.0
23838,"16,997",6.0,10.6,12.6
23839,848,7.4,11.7,16.8
23840,"1,642",7.4,11.3,15.0
23841,"3,509",7.4,11.3,15.4
23842,"7,103",8.4,11.2,13.9
23843,538,11.1,11.9,20.7
23844,691,9.3,12.5,17.1
23845,358,8.6,11.0,16.3
23846,872,7.3,11.3,15.8
23847,"12,768",11.9,12.6,20.0
23850,"1,081",8.3,11.1,15.3
23851,"13,258",9.7,12.1,18.2
23856,888,11.6,12.4,21.4
23857,399,8.7,11.0,19.9
23860,"32,139",13.2,11.9,16.6
23866,"2,189",8.2,11.2,15.5
23867,"5,298",14.1,10.1,14.6
23868,"6,379",14.4,11.8,19.6
23872,"2,322",9.8,11.8,16.7
23874,986,7.6,11.5,15.7
23875,"11,791",9.4,11.5,15.3
23876,435,11.6,12.4,19.4
23878,"1,162",8.5,11.2,14.3
23879,629,12.3,12.3,21.7
23881,"1,876",7.8,11.8,17.6
23882,"2,219",9.8,12.2,20.6
23883,"2,169",8.4,11.8,18.2
23885,"2,779",7.5,10.8,14.1
23887,529,9.2,11.4,20.2
23888,"2,124",8.7,11.8,17.2
23889,569,12.2,12.8,21.5
23890,"3,988",9.8,12.2,18.8
23891,"1,917",15.9,9.1,11.0
23893,419,8.9,11.5,16.3
23894,626,8.0,11.4,14.3
23897,563,10.0,11.7,18.6
23898,"2,186",8.2,11.2,15.0
23899,292,8.4,11.1,19.0
23901,"14,967",11.1,11.7,15.2
23909,"1,329",9.3,14.6,2.0
23915,"1,196",12.3,10.8,16.1
23917,"2,704",8.8,11.6,19.9
23919,"2,310",8.1,10.9,17.3
23920,"3,182",10.1,12.0,18.9
23921,"2,060",10.5,11.6,17.3
23922,"4,300",12.7,10.3,16.7
23923,"2,474",10.4,11.7,18.2
23924,"5,538",10.6,12.0,19.4
23927,"4,483",8.3,11.0,19.1
23930,"5,231",10.3,11.8,17.7
23934,811,9.1,11.6,17.1
23936,"7,850",11.4,11.1,16.2
23937,"1,841",11.6,12.3,19.5
23938,416,11.9,12.4,18.5
23942,"1,123",9.8,11.7,16.8
23943,759,9.5,9.6,3.0
23944,"3,620",12.1,12.0,19.5
23947,"4,119",12.5,12.3,20.4
23950,"3,482",11.8,12.0,19.4
23952,219,10.0,11.8,24.6
23954,"2,030",10.3,12.2,19.0
23958,"3,261",9.2,11.9,18.3
23959,"1,127",10.1,11.8,16.4
23960,"1,823",10.3,12.3,19.6
23962,660,10.8,11.9,19.0
23963,454,9.8,12.5,17.0
23964,997,10.2,12.0,18.9
23966,"2,449",9.9,11.9,17.7
23967,840,10.2,12.1,20.3
23968,804,9.4,11.7,19.1
23970,"8,002",10.7,12.2,19.0
23974,"4,700",12.0,11.5,18.0
23976,187,11.3,11.8,16.5
24011,908,5.8,9.6,5.7
24012,"30,037",12.4,11.4,14.8
24013,"7,835",12.7,12.1,14.2
24014,"16,869",7.9,10.9,12.8
24015,"15,973",6.7,10.7,10.6
24016,"9,371",11.3,12.0,14.8
24017,"23,902",13.1,12.9,20.3
24018,"39,144",6.0,10.1,11.4
24019,"27,630",8.1,10.8,13.0
24020,524,5.8,13.4,1.0
24053,"2,356",10.3,11.1,15.9
24054,"6,208",11.9,11.9,18.0
24055,"12,236",11.8,11.9,18.3
24058,316,6.8,10.3,14.0
24059,"1,037",5.7,10.1,10.0
24060,"46,755",8.2,10.5,8.1
24061,"9,836",9.7,11.0,1.7
24064,"5,017",7.0,10.7,13.0
24065,"6,267",8.5,11.3,14.5
24066,"4,787",7.6,10.8,13.6
24067,"2,400",9.3,11.3,16.3
24069,"1,805",9.1,11.2,16.7
24070,"1,375",7.0,10.6,13.0
24072,"1,450",7.1,10.6,12.5
24073,"32,093",7.4,10.6,10.5
24076,"1,050",10.0,11.3,15.0
24077,922,7.5,10.9,11.5
24078,"7,062",12.6,11.8,16.3
24079,"1,631",7.4,10.8,14.2
24082,412,9.3,11.5,17.5
24083,"3,814",6.2,10.0,12.8
24084,"10,894",8.5,10.9,13.5
24085,"2,220",8.3,10.9,16.7
24086,198,8.2,11.1,14.6
24087,"3,604",8.8,10.8,12.7
24088,"4,805",9.8,11.5,12.8
24089,"2,388",12.7,12.4,20.5
24090,"4,712",7.1,10.6,13.2
24091,"7,416",8.4,10.8,13.8
24092,"2,999",9.3,11.5,14.9
24093,185,7.8,11.4,14.0
24095,"4,275",7.0,10.8,13.3
24101,"6,490",6.9,10.7,13.5
24102,"1,508",9.8,11.5,16.8
24104,"3,551",6.6,10.6,15.2
24105,449,7.5,10.9,12.9
24112,"30,978",11.0,12.1,19.1
24120,"1,858",9.3,11.1,16.5
24121,"10,537",6.8,10.4,15.1
24122,"1,624",7.7,10.9,13.9
24124,"4,370",8.4,11.0,13.2
24127,"3,980",8.2,11.0,13.9
24128,"1,767",8.1,11.0,14.2
24131,106,9.0,12.0,14.0
24132,460,7.4,10.9,14.3
24133,"2,345",9.5,11.3,16.4
24134,"5,638",8.6,11.1,13.7
24136,"3,259",8.6,11.1,13.9
24137,"2,506",8.6,11.1,17.3
24138,"1,445",7.1,10.7,11.8
24139,560,11.8,11.8,21.5
24141,"20,308",8.9,11.6,11.4
24142,"2,608",9.5,13.2,1.8
24147,"1,088",8.2,10.8,14.9
24148,"7,633",10.3,11.7,16.7
24149,"3,632",6.7,10.5,12.2
24150,691,8.6,10.7,15.1
24151,"18,785",9.6,11.6,15.6
24153,"38,728",7.4,10.7,12.3
24161,393,12.3,12.2,21.6
24162,"2,254",9.2,11.2,13.8
24165,"1,655",9.7,11.5,16.9
24167,329,8.2,11.0,13.5
24168,214,11.3,12.0,18.6
24171,"8,090",9.5,11.1,16.3
24174,"2,362",7.8,10.9,13.4
24175,"8,165",6.6,10.5,12.5
24176,"1,527",6.5,10.6,16.0
24179,"19,024",8.2,10.9,12.8
24184,"4,582",8.1,11.2,14.9
24185,796,9.1,11.1,16.3
24201,"16,267",10.1,11.6,15.2
24202,"12,716",7.9,10.9,14.1
24210,"17,284",8.4,10.9,13.3
24211,"9,864",7.1,10.6,13.9
24216,"2,441",12.5,12.6,19.1
24217,407,11.2,11.9,18.1
24219,"10,429",10.5,11.4,14.6
24220,621,10.4,11.9,16.9
24221,785,10.1,12.1,16.5
24224,"5,438",9.9,11.7,16.3
24225,"1,674",12.2,11.7,18.2
24226,"1,260",10.5,11.8,17.5
24228,"6,418",10.4,11.5,16.2
24230,"7,708",11.2,11.8,17.1
24236,"2,984",9.0,11.4,15.6
24237,"1,108",12.9,12.3,18.6
24239,90,11.1,10.5,20.6
24243,"1,867",10.2,11.9,16.4
24244,"5,398",11.8,11.6,16.9
24245,"1,000",12.0,12.4,16.8
24246,399,9.4,11.9,13.9
24248,"2,181",10.7,11.6,17.5
24250,"1,209",10.8,11.9,18.3
24251,"8,405",8.7,11.5,15.7
24256,"3,124",10.9,11.5,15.3
24258,"1,259",7.8,10.8,15.1
24260,"5,072",11.2,11.9,16.6
24263,"5,770",9.8,11.7,17.0
24265,703,12.0,12.2,18.7
24266,"8,705",8.6,11.4,14.3
24269,225,11.5,11.6,19.1
24270,455,9.2,11.5,16.8
24271,"2,538",9.0,11.2,15.2
24272,517,11.5,11.8,17.2
24273,"5,730",10.6,11.9,15.6
24277,"6,463",16.6,11.7,18.0
24279,"4,693",12.3,11.2,15.4
24280,772,8.4,11.5,14.2
24281,"2,279",10.2,12.0,17.0
24282,454,11.9,12.3,17.9
24283,"2,133",11.1,12.1,18.6
24290,"1,777",10.2,11.6,19.0
24292,352,8.5,11.5,17.1
24293,"9,442",9.1,11.4,14.0
24301,"14,040",9.2,11.5,14.8
24311,"1,705",9.7,11.5,15.5
24312,"2,161",10.3,11.3,16.2
24313,923,10.8,11.8,16.2
24314,"1,332",8.1,10.9,14.7
24315,"3,548",8.7,10.4,13.3
24317,"3,756",10.0,11.4,16.2
24318,601,8.5,10.6,14.7
24319,"6,500",9.3,11.5,14.6
24322,190,8.5,10.5,12.8
24323,692,7.3,11.5,12.3
24324,"2,012",8.0,11.4,14.8
24325,975,8.6,10.8,16.6
24326,"1,019",10.5,10.9,19.3
24327,684,7.6,11.7,1.3
24328,"1,999",9.2,10.9,17.1
24330,"3,056",11.2,11.6,17.4
24333,"17,309",11.6,11.6,17.0
24340,"5,319",7.9,10.9,13.5
24343,"8,849",9.0,11.2,14.7
24347,"1,767",8.4,11.2,15.2
24348,"4,725",12.4,11.0,17.2
24350,"1,173",10.2,11.5,16.7
24351,528,9.3,11.7,16.6
24352,929,9.4,11.1,17.1
24354,"14,446",9.9,11.5,15.4
24360,"5,653",8.9,11.4,14.8
24361,"4,555",8.0,10.9,13.3
24363,"1,242",9.0,11.0,18.0
24366,631,8.2,10.8,16.0
24368,"4,896",8.1,11.1,13.9
24370,"5,832",9.7,11.4,15.2
24374,705,7.9,11.3,13.4
24375,"1,451",10.3,11.8,16.4
24377,278,7.4,12.2,14.2
24378,"1,065",9.5,11.5,17.4
24380,"2,696",9.1,10.8,14.6
24381,"3,657",10.2,11.5,15.2
24382,"14,109",8.6,11.4,14.5
24401,"38,522",8.1,10.9,13.1
24412,106,11.4,11.0,20.8
24413,220,6.4,10.2,16.4
24415,63,7.7,11.1,16.2
24416,"8,888",9.1,11.5,13.2
24421,"3,723",7.2,10.4,12.6
24422,"5,821",9.6,11.6,16.7
24426,"13,695",9.2,11.4,15.4
24430,"2,858",13.5,10.1,14.3
24431,"2,712",9.2,11.0,13.3
24432,283,10.0,11.2,16.9
24433,96,6.9,10.3,15.6
24435,"1,695",7.5,10.4,14.0
24437,"1,048",8.7,10.9,14.7
24439,"1,119",8.5,11.1,15.5
24440,"2,742",9.0,10.8,13.8
24441,"6,327",9.1,11.0,12.2
24442,88,8.0,9.7,14.0
24445,"2,289",9.9,11.3,17.2
24448,311,9.2,11.0,15.7
24450,"17,654",7.5,10.3,10.7
24457,372,8.8,10.6,16.5
24458,364,7.4,9.9,14.6
24459,734,7.9,11.3,16.0
24460,"1,493",9.7,11.4,16.4
24464,138,9.7,11.1,12.4
24465,"1,305",7.0,10.3,14.8
24467,"2,204",7.0,10.4,14.1
24471,"1,471",7.3,10.5,11.7
24472,"2,501",8.3,10.7,14.6
24473,871,7.6,10.7,17.5
24474,360,9.0,10.6,15.3
24476,315,8.3,11.0,15.3
24477,"11,269",7.9,10.7,13.0
24479,"1,485",7.6,10.6,13.4
24482,"5,200",8.7,10.3,11.1
24483,670,7.6,10.6,14.7
24484,699,10.0,11.3,17.0
24485,438,10.1,11.4,16.4
24486,"3,826",8.9,10.6,12.1
24487,286,8.0,11.2,17.9
24501,"27,160",10.6,12.5,14.5
24502,"41,058",8.5,11.2,11.8
24503,"19,810",6.1,10.6,11.8
24504,"9,585",10.9,12.4,16.6
24515,"6,685",7.8,11.7,1.1
24517,"5,306",9.2,11.7,16.3
24520,"2,308",9.4,11.5,18.0
24521,"9,902",9.1,11.3,16.0
24522,"10,041",8.8,11.4,14.8
24523,"18,992",8.7,11.2,15.7
24526,"1,408",7.8,11.0,15.8
24527,"2,796",9.3,11.7,16.7
24528,"2,994",10.1,11.9,17.6
24529,"1,532",8.9,11.3,17.9
24530,"1,062",10.8,12.0,19.2
24531,"8,836",11.9,11.3,18.9
24534,"1,471",11.5,12.1,22.4
24536,317,5.1,9.3,11.6
24538,"4,729",8.9,11.3,15.0
24539,124,11.3,10.6,20.9
24540,"32,094",11.7,12.3,19.7
24541,"27,529",10.8,11.9,18.4
24549,"4,121",8.8,11.4,14.9
24550,"7,772",8.2,11.2,13.4
24551,"25,601",6.1,10.5,11.3
24553,"1,827",9.0,11.7,15.9
24554,"3,952",9.7,11.7,17.2
24555,"2,012",8.7,11.0,13.9
24556,"3,357",7.0,10.4,13.1
24557,"7,550",11.2,11.8,21.0
24558,"6,036",11.5,11.9,19.5
24562,467,10.5,11.6,18.8
24563,"5,028",11.7,12.1,19.7
24565,907,12.5,12.6,24.1
24566,"1,325",8.6,11.3,14.5
24569,938,11.8,12.3,21.0
24571,"1,904",8.1,11.0,17.0
24572,"16,399",9.0,11.6,15.0
24574,"3,868",8.6,11.3,14.8
24577,"4,821",11.2,11.8,18.8
24578,"1,043",7.7,10.6,12.4
24579,"1,304",8.9,11.2,13.6
24580,582,8.5,11.3,17.2
24586,"5,124",8.4,11.3,15.8
24588,"9,196",8.6,11.1,13.9
24589,"2,092",9.6,11.6,17.2
24590,"7,909",7.7,11.2,12.6
24592,"13,453",11.0,11.9,19.3
24593,"2,132",8.2,11.1,13.5
24594,"1,595",8.9,11.6,17.3
24595,522,8.2,13.7,3.3
24597,"1,171",13.0,12.3,23.5
24598,"1,785",9.0,11.2,16.5
24599,621,10.2,11.6,15.8
24601,59,9.8,11.4,17.2
24602,787,10.5,12.3,17.4
24603,804,15.8,12.7,22.3
24604,167,11.6,12.8,17.4
24605,"9,104",10.1,11.4,15.4
24606,158,11.5,11.5,19.2
24607,322,10.3,11.0,16.4
24609,"6,620",9.5,11.6,15.2
24612,293,12.4,11.5,18.6
24613,849,10.9,11.6,15.4
24614,"7,252",10.8,11.9,17.3
24620,"2,208",12.6,12.3,19.4
24622,987,11.3,12.2,19.7
24630,"5,971",9.6,11.7,16.4
24631,"2,578",12.4,10.4,14.6
24634,446,11.9,12.4,20.2
24635,766,13.9,10.7,15.0
24637,"3,302",9.0,11.6,15.3
24639,"3,099",10.6,12.0,17.4
24641,"5,377",11.0,12.3,17.0
24646,607,10.7,11.6,16.5
24649,"2,242",11.2,12.1,17.4
24651,"5,976",8.3,11.4,15.1
24656,"2,875",10.5,11.8,17.2
24657,258,12.9,11.8,19.6
24701,"19,137",9.1,13.1,18.2
24712,"2,174",7.6,12.7,11.3
24714,323,7.1,12.2,14.6
24715,359,8.3,12.6,17.8
24716,317,8.6,13.2,18.1
24719,154,8.4,12.3,18.4
24724,158,8.4,12.1,18.7
24726,610,9.1,11.9,17.5
24729,172,7.0,12.1,15.1
24731,202,10.0,13.5,18.7
24733,314,7.3,12.4,14.7
24736,592,7.4,11.9,16.9
24737,"1,314",8.4,12.6,18.7
24739,"13,670",8.5,12.7,16.5
24740,"16,238",9.1,12.8,17.3
24747,"2,734",9.8,12.8,18.2
24801,"5,143",15.5,12.3,18.1
24808,444,12.9,14.0,24.1
24811,685,12.2,13.7,22.6
24813,262,12.9,13.1,20.8
24815,315,11.2,14.5,21.8
